"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores"
"WM1023","Jarca",-17.422767295656943,"NaJhxraglFXaEK3jtMyp","Acera","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.01725071668625,"[]","ZDb2ATdvpp8MHssL6D2O",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_153924_6899567006045549742.jpg?alt=media&token=60c01ff8-82f6-4729-a14b-43cc1e585378","2023-02-16 15:40:54","Sano, vigoroso"
"wm1024","Limon",-17.42284534980944,"DizhSf37ZVZqnkjJRri8","Acera","Citrus x limon","vivo",-66.01728692650795,"[]","EIt5aoJW3HBcfa9zwNIb",0.85,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154006_3264583016868288395.jpg?alt=media&token=90bae07a-c049-48c3-98b6-357451b6df07","2023-02-16 15:41:53","Sano, vigoroso"
"WM1024","Chacatea",-17.42274394338354,"8LHU6jeLaeYI5D4hBaEz","Acera","Dodonaea viscosa Jacq.","vivo",-66.01727720350027,"[]","vYmmFY5bOFcVgFcJSH8g",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154305_1126956192494470067.jpg?alt=media&token=b7d92653-e934-4116-938b-0d07ef8c9c24","2023-02-16 15:43:22","Sano, vigoroso"
"MW1026","Lloque",-17.422668448342183,"UWenX94zNHCfPd2ZpSw4","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01739924401045,"[]","gOZ1fKp3G1ecERXFMvaO",0.37,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154545_8463469997953327027.jpg?alt=media&token=61d24ee1-675b-46a8-b2a4-d0cda3c07a6d","2023-02-16 15:47:18","Sano, vigoroso"
"wm1027","Chacatea",-17.42264093742953,"mtlxP6VucS38IsvgBJjU","Acera","Dodonaea viscosa Jacq.","vivo",-66.01752765476704,"[]","uSUMJk0sfw27uQLcQDOg",0.75,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154624_5332631057150751906.jpg?alt=media&token=8aaa5700-1674-447f-bfa9-dce78e6ec56c","2023-02-16 15:48:02","Sano, vigoroso"
"wm1028","Chacatea",-17.422633899753528,"6evJgdpKyr1lwUTTNkdU","Acera","Dodonaea viscosa Jacq.","vivo",-66.01741969585419,"[]","KOva99N6aWjc8DTJLISQ",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154726_6466196987249507093.jpg?alt=media&token=fbba6265-2665-49d1-aa7a-8fac1887e210","2023-02-16 15:48:27","Sano, vigoroso"
"wm1030","Limon",-17.42261534587916,"jwJCbI5VcsAinjU93uTY","Acera","Citrus x limon","vivo",-66.01755782961845,"[]","v2tzfDfSkdQVYnfcwZ4e",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_154844_4371168465871823205.jpg?alt=media&token=e348f11c-04e1-4863-b72d-a6ff814ef551","2023-02-16 15:49:19","Sano, vigoroso"
"WM1029","Guayaba",-17.422594872636257,"t8xfS4dIlLDPoStbYEJx","Acera","Psidium guajava","vivo",-66.01747367531061,"[]","U6lj4Pz14USf4BS9lCc2",0.27,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155124_1436241577005237078.jpg?alt=media&token=883d0fc1-c46b-4d58-8f6e-b4468e158cda","2023-02-16 15:52:21","Sano, vigoroso"
"wm1031","Soto",-17.42260191031376,"rq8EgMnAQxrmrICBOpVm","Acera","Schinopsis haenkeana Engl.","vivo",-66.01758498698473,"[]","4Xh2nZGh8QVYOcA10y5U",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155044_510306301873094201.jpg?alt=media&token=2214906e-5775-4c9b-8f59-ea6d23a0f96f","2023-02-16 15:53:50","Sano, vigoroso"
"WM1032","Sauce criollo",-17.422573439707644,"Uk1yUaESt4js4rdfNwWQ","Acera","Salix humboldtiana","vivo",-66.0175021737814,"[]","1qkROLgh6WsDi1QK3APz",0.52,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155239_5642079131580566586.jpg?alt=media&token=929cda57-4601-47f2-b3bc-c3d8e28d53cf","2023-02-16 15:54:07","Sano, vigoroso"
"wm1031","Chacatea",-17.42257759833579,"d1m3Z9iSAsFag7dQ9nIM","Acera","Dodonaea viscosa Jacq.","vivo",-66.0176158323884,"[]","OwNy6BV0QX9zO48Gfxdj",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155558_3651651765548046093.jpg?alt=media&token=cfa47e42-d14a-4be8-9a2b-f39192000549","2023-02-16 15:56:14","Sano, vigoroso"
"WM1033","Lloque",-17.422555845510654,"VxRpZWJ6V1tjDpY1AqcN","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01751692593098,"[]","NUp1uAyxOdMxyS1U18Fu",0.29,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155647_4219908960532897117.jpg?alt=media&token=0a7ed151-2017-4e55-b073-b1540ccc953a","2023-02-16 15:57:34","Sano, vigoroso"
"wm1034","Tajibo rosado",-17.42256704181803,"0stDZuO8K9wwXagxkvsB","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01762890815735,"[]","7iSgWgaS05gP1bTBfGcT",0.37,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155653_5437315060530617785.jpg?alt=media&token=e028b5bf-8efb-464e-9cb3-1e49444cc64d","2023-02-16 15:57:40","Sano, vigoroso"
"wm35","Chacatea",-17.422557125088666,"0phc52OOXZINveq4RwpU","Acera","Dodonaea viscosa Jacq.","vivo",-66.01764131337404,"[]","IIpmFAZMmR8m4ewLTlDf",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155830_3948435045420114271.jpg?alt=media&token=a4a9e942-e145-42c8-a802-e55d2987ef9c","2023-02-16 15:59:01","Sano, vigoroso"
"MW1036","Soto",-17.42253089373743,"l56Xi05bQPWg2ptAuvK6","Acera","Schinopsis haenkeana Engl.","vivo",-66.01754643023014,"[]","5NxuySEG2xjFCiE3CQDm",0.18,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155855_6233457781408594082.jpg?alt=media&token=ec15047c-595c-4740-8f68-7d97608af5e2","2023-02-16 15:59:17","Sano, vigoroso"
"wm1037","Limon",-17.42254400941353,"Q6jtS5vDlVNznkKTR8rm","Acera","Citrus x limon","vivo",-66.0176607593894,"[]","1s22JXpxVZvG8Rw3B6Am",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160246_2300632504780143238.jpg?alt=media&token=6f83d97f-cc3d-4674-bcfa-ce8767ab6ea6","2023-02-16 16:03:18","Sano, vigoroso"
"MW1038","Chacatea",-17.42251265974717,"Y5eHNiBGyWzUhFh1UjCj","Acera","Dodonaea viscosa Jacq.","vivo",-66.01756520569324,"[]","M94iUBGfdteVXXgtp0H0",0.56,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160154_336596361157716713.jpg?alt=media&token=e2859118-e34b-4e33-a18f-77cd83a1d577","2023-02-16 16:03:23","Sano, vigoroso"
"MW1039","Lloque",-17.422497944595797,"ceCVGTDenb1q2lfDVT3D","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01758565753698,"[]","40WNq0vpGAlDiDekBpc4",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160436_708579857806949574.jpg?alt=media&token=b60d3af7-b623-4caa-8a24-20a792724bfc","2023-02-16 16:05:23","Sano, vigoroso"
"wm41","Guayaba",-17.422507221539195,"kyvSnPbZVZFl1ZwIQQlk","Acera","Psidium guajava","vivo",-66.0177144035697,"[]","csG2zaZx48u7uaOUeuFL",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160519_263439736933700891.jpg?alt=media&token=4bee6239-c1a4-4726-a739-311494062160","2023-02-16 16:05:52","Sano, vigoroso"
"MW1040","Jarca",-17.422479390707597,"ctkqxpR3pxP56uB06y9N","Acera","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.01760677993298,"[]","ja5TyFouMUmd2fGkVXEC",0.32,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160719_2564746182514301737.jpg?alt=media&token=fd6703c2-33cf-472b-aba4-df39ce6caab2","2023-02-16 16:08:29","Sano, vigoroso"
"wm1042","Lloque",-17.4224982644904,"xIBUolFrF2005nYdgZS5","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.0177294909954,"[]","RGLTAHRjHwJ2j6AeeLas",0.33,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160747_7296179752733122952.jpg?alt=media&token=33f89755-6ae1-4fb8-8b04-42fb40ea05da","2023-02-16 16:09:00","Sano, vigoroso"
"wm1043","Limon",-17.422486428389554,"7day222e2sTRAqQIXdqn","Acera","Citrus x limon","vivo",-66.01774524897337,"[]","uWWTzxS6gWSautAJ9lFv",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160953_3044406086520207614.jpg?alt=media&token=c44427f3-2aa8-45bf-9504-4bb1a0ad16d2","2023-02-16 16:10:55","Sano, vigoroso"
"MW1045","Tajibo rosado",-17.422435565136613,"MEWgXe2TCx2F9j91V6pV","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01767618209124,"[]","7zCgFvWvMs1wNeRCIdix",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161002_1432674446046683800.jpg?alt=media&token=3d446d6e-ab18-47c1-a584-e3c227471504","2023-02-16 16:11:55","Sano, vigoroso"
"MW1046","Guayaba",-17.422408054188857,"wEreHbyqoYAYCoN2O2sJ","Acera","Psidium guajava","vivo",-66.01771038025618,"[]","fKRoz7BOI84ba5F7LcYF",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161222_1050329308845387736.jpg?alt=media&token=9dae98d3-d1c9-4e39-b3c0-cc7697fc6bf7","2023-02-16 16:13:48","Sano, vigoroso"
"wm44","Chacatea",-17.4224701137628,"sZE3fmf36xFUTUEFvhHk","Acera","Dodonaea viscosa Jacq.","vivo",-66.01775966584684,"[]","wq6hJTwkLxMUkvsQX35E",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161335_2074284738468374447.jpg?alt=media&token=20601ead-f775-4588-bb54-17d4665e4351","2023-02-16 16:13:49","Sano, vigoroso"
"MW1047","Jarca",-17.422383102395457,"qqAmkYofpRwbFDDtKywQ","Acera","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.01773418486118,"[]","7DTRalhPATAd3XEClXjF",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161432_4744904622390677169.jpg?alt=media&token=b9cf0369-2edc-4783-bf06-4509a2ba59b3","2023-02-16 16:15:24","Sano, vigoroso"
"MW1048","Chacatea",-17.42236838723365,"t090r7vWOqNEza4Y75az","Acera","Dodonaea viscosa Jacq.","vivo",-66.0177606716752,"[]","cd8uqJQ8P8WGjwVqjzz6",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161554_534850309543118916.jpg?alt=media&token=9be9877a-3d23-41aa-b5bb-3963abe0ec58","2023-02-16 16:16:52","Sano, vigoroso"
"wm612","Chacatea",-17.413033617373696,"82PSoZRnS5XN5RbZYNua","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03439304977655,"[]","Ohn844Pmt6Fd7smYVFBw",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_095436_528347969817540967.jpg?alt=media&token=69d3bc8a-95cf-4909-b17b-45385f92cce1","2023-03-09 09:55:55","Sano, vigoroso"
"wm613","Garrocha",-17.413023380215456,"4d1vKxxPTHtKlYup4qCC","Corredor biológico urbano","Tecoma fulva subsp. garrocha (Hieron.) J.R.I. Wood","vivo",-66.03437025099993,"[]","wc6VCcelqsOmqPBfErTH",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_100021_9110939716598276662.jpg?alt=media&token=64fa6936-8191-4d83-b9b1-5387c1df7f87","2023-03-09 10:01:52","Sano, vigoroso"
"wm614","Limon",-17.413001946163565,"VYh6oUHEOCGuKSKZRDRm","Corredor biológico urbano","Citrus x limon","vivo",-66.0343249887228,"[]","zW37LiPLZMJIICQBFePI",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_100519_3477984064494094512.jpg?alt=media&token=215d89e9-79af-42d0-9158-5edf45df66b2","2023-03-09 10:06:47","Sano, vigoroso"
"wm615","Chillijchi",-17.41303297755132,"N74ag748FPpQIGcIFbmh","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03435214608908,"[]","AhBnBMnoXn6MCccEWyhn",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_100907_2836998285648335609.jpg?alt=media&token=f9fad9e8-4fee-45f5-9306-969453122b84","2023-03-09 10:09:47","Sano, vigoroso"
"wm616","Chacatea",-17.412987230245864,"rpOpRzwgsVjHo8yaMe67","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03427402675152,"[]","oMU1aGu2ZeQstZy825k4",0.33,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_100928_2870352681171759377.jpg?alt=media&token=d05c1421-7d38-49cf-9012-53771fd89489","2023-03-09 10:10:07","Sano, vigoroso"
"wm617","Jacarandá",-17.41299970678486,"SsZYBHSkPV0z7Z9yo4L7","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.0342750325799,"[]","tUPIpfzbsHnSXqqzCsBu",0.2,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_101203_6069351993668205865.jpg?alt=media&token=a13a7fb7-7bc0-4c5d-9c54-a03fb900e33f","2023-03-09 10:12:17","Sano, vigoroso"
"wm618","Garrocha",-17.41297699308503,"S3E87dOTDPURPF5uZNpG","Corredor biológico urbano","Tecoma fulva subsp. garrocha (Hieron.) J.R.I. Wood","vivo",-66.03425223380327,"[]","cZCYeIrl2Y50npUpCSRO",0.34,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_101254_4726452767423470046.jpg?alt=media&token=23c56f56-dc40-44cf-9088-1376975ec197","2023-03-09 10:13:15","Sano, vigoroso"
"wm619","Limon",-17.41296579618972,"235eSsweTspcGeKCDdsp","Corredor biológico urbano","Citrus x limon","vivo",-66.03420026600361,"[]","Q5nrrxhAuJC5cXaocLyf",0.68,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_101258_22007880334472083.jpg?alt=media&token=a5dd0396-ad86-4276-9a10-7cb939b76d93","2023-03-09 10:14:01","Sano, vigoroso"
"wm620","Churqui",-17.412987230245864,"epKeqgvbR9koPqxz9WOq","Corredor biológico urbano","Vachellia caven","vivo",-66.03417009115219,"[]","Fha9pBKWg9UoVSmFQRBJ",0.1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_102223_8021373690519157658.jpg?alt=media&token=fa5fc43b-97c9-43a0-b3f9-a2bf38249c5b","2023-03-09 10:23:13","Sano, vigoroso"
"wm621","Chacatea",-17.412936364347328,"W69PxwNKvQZ5FK00mpbT","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03409465402365,"[]","pD1917D1g34k1YHG5I82",0.43,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_102224_8658884700420437365.jpg?alt=media&token=877426c2-83ec-4476-af75-da64abb127c7","2023-03-09 10:23:30","Sano, vigoroso"
"wm622","Chacatea",-17.412969955036626,"WyzC4ZJvngOx3BVUldqZ","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03410135954618,"[]","S5KgKgeR0JepSMJz5lkY",0.38,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_102430_5299913589619834134.jpg?alt=media&token=b69f99ae-3be4-4a00-bc25-9174cee62a4c","2023-03-09 10:25:46","Sano, vigoroso"
"wm624","Churqui",-17.41295555902768,"y09iinXls1yp4gCFoAlp","Corredor biológico urbano","Vachellia caven","vivo",-66.03405274450779,"[]","AOwW5uUebdMreN3j0sX1",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_102715_1570165250601395614.jpg?alt=media&token=7d34ce60-0193-444a-a3a9-e9dbb1207b32","2023-03-09 10:28:22","Sano, vigoroso"
"wm623","Algarrobo",-17.41293476479054,"FVG4sv42JxWdQN60StCJ","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.03405609726906,"[]","y6PEdc8tbcCB8bqZB28G",0.42,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_102805_4100101095733881857.jpg?alt=media&token=d7fb9909-464f-46c0-9bc8-e01e20b10940","2023-03-09 10:28:25","Sano, vigoroso"
"wm625","Limon",-17.41293220549966,"F63NrSqEkHp9USi2R48z","Corredor biológico urbano","Citrus x limon","vivo",-66.03403095155954,"[]","GdZFWnskjGpL7P2KJUAb",0.43,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_103112_6729358592909947183.jpg?alt=media&token=65f410de-7ec9-4e27-8bfa-beaf47b8c113","2023-03-09 10:31:40","Sano, vigoroso"
"wm626","Churqui",-17.412953319648427,"N60Ty4BEfzskgsUmc25V","Corredor biológico urbano","Vachellia caven","vivo",-66.03402625769377,"[]","VxuYtEhfvj0pbCSF4L6L",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_103058_932936890585607770.jpg?alt=media&token=3510b946-9870-4c65-a668-d3efc4a69f0d","2023-03-09 10:31:42","Sano, vigoroso"
"wm628","Churqui",-17.412953319648427,"dm6buY8QZVtDziQeutTO","Corredor biológico urbano","Vachellia caven","vivo",-66.03399742394686,"[]","C12ciBIoxB3JI787jTw2",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_103308_3365487298208634185.jpg?alt=media&token=b9cdabae-2908-41ee-bde4-36b49592edcc","2023-03-09 10:33:27","Sano, vigoroso"
"wm627","Chacatea",-17.41293028603146,"5mAhhG7GgIFHOe5do47Z","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.0340091586113,"[]","Z1EspunPUzU6t1uEoveZ",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_103347_1788710869134128303.jpg?alt=media&token=0f99a9f3-b38f-4a13-ae0b-6804f6be9db0","2023-03-09 10:34:13","Sano, vigoroso"
"wm630","Tara",-17.412870142684618,"fDOxM202au1DoiBQQFfK","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03405576199293,"[]","L24SoHsXJ1thOtSu84Je",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_103721_4972716872792706861.jpg?alt=media&token=3bce69a8-a3af-447b-9064-6e8fdc29a119","2023-03-09 10:37:53","Sano, vigoroso"
"wm629","Chacatea",-17.412882299320152,"M6FOoK3nzxNS6s1ARc3o","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03401016443968,"[]","c50tiUoqJV5Ixe5Duljn",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_103803_1578749571990843185.jpg?alt=media&token=b738c0ee-98da-4355-94d8-ae2fa1cf7a3f","2023-03-09 10:38:22","Sano, vigoroso"
"wm632","Molle",-17.41288101967434,"eUwLAtk304dTv4HMUznA","Corredor biológico urbano","Schinus molle","vivo",-66.03407353162766,"[]","tlFvWXopaWVUAFwBW9dz",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_104009_4042092625813815126.jpg?alt=media&token=10b5c671-08f0-4a89-a7ba-73d5af295387","2023-03-09 10:40:49","Sano, vigoroso"
"wm631","Jacarandá",-17.41282023648815,"vvJdbTa9WDuA5dhL047q","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.03405676782131,"[]","36cIvg6fvxDRhXfMEdLV",0.18,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_104249_1378818228705683686.jpg?alt=media&token=64b680c9-30f5-4af7-a11b-e82756e81c7a","2023-03-09 10:43:04","Sano, vigoroso"
"wm633","Churqui",-17.4128163975494,"rewNnPKN6Fy7KawTVVER","Corredor biológico urbano","Vachellia caven","vivo",-66.03411074727774,"[]","MXDzBnA4eFf9bM1gA9RK",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_104312_4286283736358079440.jpg?alt=media&token=39e5670b-055a-469c-acfb-8fcad2ed1adc","2023-03-09 10:43:49","Sano, vigoroso"
"wm634","Tara",-17.41277704842252,"wYyI7m8pS5VDj90lfF0e","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03414796292782,"[]","3ovUXJcE9qHninztxpZK",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_104646_7401978930918887283.jpg?alt=media&token=01d205e0-2dcd-482f-9977-acb60221c66c","2023-03-09 10:47:14","Sano, vigoroso"
"wm639","tara",-17.41288037985143,"6pqi3G6tv8YfLeSLeO0J","Corredor biológico urbano","...","vivo",-66.03410974144936,"[]","1zBCQaPsxafjvHYuZsAX",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_104900_3723522256384480296.jpg?alt=media&token=00deba44-e0db-42f6-bfde-71f410199042","2023-03-09 10:49:18","Sano, vigoroso"
"wm635","Guayaba",-17.41271242626081,"Jd1rMa2GXVm3rFR4c5zJ","Corredor biológico urbano","Psidium guajava","vivo",-66.03421837091446,"[]","8h9oDezcoMb8PS8Izwnq",0.1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_104900_3866215946450403775.jpg?alt=media&token=db02b37e-096c-49b7-a8de-58bdf2a9e830","2023-03-09 10:49:37","Sano, vigoroso"
"wm640","Chillijchi",-17.41270506829046,"02SjPrtpSpEnyV0E2tjw","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03426363319159,"[]","rxFcXkB9BlbOifreBClI",0.16,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_105511_9171659851701109497.jpg?alt=media&token=90544593-007e-4d45-8dc0-135bb9b36fb5","2023-03-09 10:55:22","Sano, vigoroso"
"wm636","Chillijchi",-17.412772889571226,"63qlkfQkjgsndAUYwiDJ","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03420060127974,"[]","n87UyJFr1YkdFGQPcoVG",0.15,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_105447_866886521856764267.jpg?alt=media&token=6112a6f6-53f6-45cd-a54c-1dfe7d1782fb","2023-03-09 10:56:04","Sano, vigoroso"
"wm637","Chacatea",-17.412812238698997,"QWOv2r6NaSTrL3Tf8ELr","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03419221937656,"[]","Ieu8uDuoO7wdd6ggkuAh",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_105648_2715931619268361648.jpg?alt=media&token=6dc9f6c8-fbcc-464d-ab94-d5f9b9633b5b","2023-03-09 10:57:04","Sano, vigoroso"
"wm638","Chacatea",-17.412859265694244,"dUG9IYSZe6b1IUzfsKyN","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03419356048107,"[]","A1kKD4HpXONz8nyjw9nR",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_105746_6334644143836266175.jpg?alt=media&token=aa366e64-fa4e-4876-8cea-35dbb2cc3002","2023-03-09 10:58:20","Sano, vigoroso"
"wm641","Tipa",-17.412750175843193,"hMGV0oQHu5rwiMfB6zzN","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.03427100926638,"[]","akSQYNiYLNmRCrOTT20W",0.23,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_105653_3693557654656724846.jpg?alt=media&token=ca81af7e-1bf4-4021-b302-27572143cc91","2023-03-09 10:59:43","Sano, vigoroso"
